
"    Somalia ","(12)"," Tiger"," APV"," (2017)"," 2017"," (12)"," Possibly second-hand; probably aid"
"   ","(4)"," WM-80 273mm"," Self-propelled MRL"," (2009)"," 2010"," (4)"," "
"   ","(20)"," QW-2"," Portable SAM"," 2014"," 2014"," (20)"," Designation uncertain"
"   ","(2)"," CH-4"," UAV/UCAV"," (2015)"," 2016"," (2)"," CH-4B armed version"
"  Kazakhstan ","2"," Wing Loong-1"," UAV/UCAV"," (2015)"," 2016"," 2"," "
"  Kenya ","6"," Y-12"," Light transport ac"," 1996"," 1997"," (6)"," "
"   ","6"," Y-12"," Light transport ac"," (1999)"," 2000"," 6"," "
"   ","32"," WZ-551"," APC"," (2006)"," 2007"," 32"," "
"   ","(4)"," AS365/AS565 Panther"," Helicopter"," 2009"," 2010"," (4)"," Z-9WA armed version"
"   ","5"," AS365/AS565 Panther"," Helicopter"," 2012"," 2014-2015"," 5"," Z-9WA armed version"
"   ","30"," VN-4"," APV/APC"," 2015"," 2016"," 30"," For police"
"   ","25"," CS/VP3"," APC"," (2016)"," 2016"," 25"," For police"
"  Khmer Rouge (Cambodia)* ","24"," Type-59"," Tank"," 1990"," 1990"," 24"," Aid; probably Second-hand"
"  Kuwait ","27"," PCZ-45"," ALV"," 1998"," 2000-2001"," (27)"," Part of $187 m deal"
"   ","27"," PLZ-45 155mm"," Self-propelled gun"," 1998"," 2000-2001"," (27)"," Part of $187 m deal"
"   ","(4)"," Type-85"," APC"," 1998"," 2000-2001"," (4)"," Part of $187 m deal; ZCY-45 and ZCL-45 command post versions for use with PLZ-45 self-propelled guns"
"   ","(1)"," W-653/Type-653"," ARV"," 1998"," 2000"," (1)"," Part of $187 m deal"
"   ","(24)"," PCZ-45"," ALV"," 2001"," 2002-2003"," (24)"," Part of $200 m deal"
"   ","(24)"," PLZ-45 155mm"," Self-propelled gun"," 2001"," 2002-2003"," (24)"," Part of $200 m deal"
"   ","(4)"," Type-85"," APC"," 2001"," 2002-2003"," (4)"," Part of $200 m deal; ZCY-45 and ZCL-45 command post versions for use with PLZ-45 self-propelled guns"
"   ","(1)"," W-653/Type-653"," ARV"," 2001"," 2003"," (1)"," Part of $200 m deal"
"  Laos ","(1)"," Y-7"," Transport aircraft"," (1990)"," 1990"," (1)"," Y-7-100 version"
"   ","(2)"," AS365/AS565 Panther"," Helicopter"," (2006)"," 2008"," (2)"," Z-9A version; no. could be up to 4"
"   ","2"," MA60"," Transport aircraft"," 2010"," 2012"," 2"," MA-600 version"
"   ","2"," MA60"," Transport aircraft"," (2012)"," 2013"," 2"," MA-600 version"
"   ","(9)"," LE-500 Little Eagle"," Light aircraft"," (2015)"," 2015-2017"," (9)"," "
"  Malaysia ","64"," FN-6"," Portable SAM"," 2008"," 2009"," (64)"," "
"  Mali ","2"," AS365/AS565 Panther"," Helicopter"," (2000)"," 2000"," 2"," Aid; Z-9B version"
"   ","2"," Y-12"," Light transport ac"," (2016)"," 2017"," 2"," Y-12E version"
"  Mauritania ","2"," Y-12"," Light transport ac"," (1994)"," 1995-1996"," (2)"," "
"   ","1"," Y-7"," Transport aircraft"," (1996)"," 1997"," 1"," Y-7-100C version"
"   ","1"," Huangpu"," Patrol craft"," (2001)"," 2002"," 1"," Mauritanian designation Limam el Hadrami"
"   ","2"," AS365/AS565 Panther"," Helicopter"," (2002)"," 2003"," 2"," Z-9 version"
"   ","2"," Huangpu"," Patrol craft"," (2014)"," 2016"," 2"," "
"  Mexico ","13"," Model-56 105mm"," Towed gun"," 2006"," 2006"," 13"," $14 m deal; Type-90 (M-90) version"
"  Morocco ","(12)"," AR-2/PHL-03 300mm"," Self-propelled MRL"," (2009)"," 2010"," 12"," "
"   ","(54)"," Type-90-2M/MBT-2000"," Tank"," (2009)"," 2010"," 54"," "
"   ","(75)"," PL-9"," SRAAM"," (2010)"," 2011-2012"," (75)"," For Sky Shield air defence systems"
"   ","(50)"," Red Arrow-8"," Anti-tank missile"," 2010"," 2010"," (50)"," "
"   ","(6)"," Sky Shield"," AD system"," (2010)"," 2011-2012"," (6)"," "
"  Myanmar ","(3)"," JLG-43"," Height-finding radar"," (1988)"," 1989-1991"," (3)"," Possibly Second-hand"
"   ","(3)"," JLP-40"," Air search radar"," (1988)"," 1989-1991"," (3)"," Possibly Second-hand"
"   ","(55)"," Type-63"," Light tank"," 1989"," 1989-1990"," (55)"," "
"   ","(30)"," Type-69"," Tank"," (1989)"," 1990"," (30)"," Type-69-II version"
"   ","100"," Type-85"," APC"," (1989)"," 1990"," (100)"," "
"   ","(2)"," F-6/J-6"," Fighter aircraft"," 1990"," 1991"," (2)"," Probably FT-6 trainer version"
"   ","12"," F-7M Airguard"," Fighter aircraft"," 1990"," 1990-1991"," (12)"," Incl 2 FT-7 version"
"   ","(200)"," HN-5A"," Portable SAM"," (1990)"," 1990-1992"," (200)"," "
"   ","(75)"," PL-2"," SRAAM"," 1990"," 1990-1991"," (75)"," For F-7M combat aircraft"
"   ","10"," Type-037/Hainan"," Patrol craft"," 1990"," 1991-1993"," 10"," Myanmarese designation Yan Sit Aung"
"   ","(4)"," Type-311"," Fire control radar"," (1990)"," 1990-1993"," (4)"," For use with 24 Type-74 37mm AA guns; could be Type-702"
"   ","24"," Type-74 37mm"," AA gun"," (1990)"," 1990-1993"," (24)"," "
"   ","(5)"," EFR-1"," Fire control radar"," (1991)"," 2002-2003"," (5)"," For 5 Myanmar patrol craft produced in Myanmar"
"   ","(5)"," Type-76A 37mm"," Naval gun"," (1991)"," 1998-2002"," (5)"," For 5 Myanmar patrol craft produced in Myanmar"
"   ","(2)"," Y-12"," Light transport ac"," 1991"," 1992"," (2)"," Y-12-IV version"
"   ","4"," Y-8"," Transport aircraft"," (1991)"," 1994"," 4"," Y-8D version"
"   ","24"," A-5C/Fantan"," FGA aircraft"," (1992)"," 1997-1998"," (24)"," "
"   ","12"," F-7M Airguard"," Fighter aircraft"," (1992)"," 1993"," 12"," Incl 2 FT-7 version"
"   ","1"," JY-8A"," Fire control radar"," 1992"," 1993"," 1"," For use with Type-59 57mm AA guns"
"   ","(225)"," PL-2"," SRAAM"," (1992)"," 1993-1998"," (225)"," For F-7M and A-5C combat aircraft"
"   ","12"," F-7M Airguard"," Fighter aircraft"," (1993)"," 1998-1999"," (12)"," Incl some FT-7 version"
"   ","(40)"," PL-2"," SRAAM"," (1993)"," 1998-1999"," (40)"," For F-7M combat aircraft; status uncertain"
"   ","(100)"," PL-5B"," SRAAM"," (1993)"," 1998-1999"," (100)"," For F-7M combat aircraft"
"   ","(50)"," Type-63"," Light tank"," (1993)"," 1993"," (50)"," "
"   ","(30)"," Type-63 107mm"," Towed MRL"," (1993)"," 1993"," (30)"," "
"   ","(50)"," Type-69"," Tank"," 1993"," 1995"," (50)"," Type-69-II version"
"   ","150"," Type-85"," APC"," 1993"," 1993"," (150)"," "
"   ","(50)"," C-801"," Anti-ship missile"," (1994)"," 1995-1997"," (50)"," For Houxin (Maga) FAC"
"   ","6"," Type-037-1G/Houxin"," FAC"," 1994"," 1995-1997"," 6"," Myanmarese designation Maga"
"   ","(3)"," Type-344"," Fire control radar"," (1996)"," 2004-2005"," (3)"," For 3 Myanmar FAC produced in Myanmar"
"   ","12"," K-8 Karakorum-8"," Trainer/combat ac"," (1997)"," 1999"," (12)"," "
"   ","(8)"," AK-230 30mm"," Naval gun"," 2001"," 2004-2007"," (8)"," For 4 Myamnar FAC produced in Myanmar; supplier uncertain"
"   ","(30)"," C-801"," Anti-ship missile"," (2001)"," 2004-2005"," (30)"," For Myanmar FAC; designation uncertain (could be C-802)"
"   ","(25)"," Type-59D"," Tank"," (2002)"," 2004"," (25)"," Probably second-hand Type-59 rebuilt to Type-59D before delivery"
"   ","(2)"," BT-6/PT-6"," Trainer aircraft"," (2005)"," 2006"," (2)"," "
"   ","(20)"," Type-90 122mm"," Self-propelled MRL"," (2005)"," 2006"," (20)"," "
"   ","(20)"," C-802/CSS-N-8"," Anti-ship missile"," (2007)"," 2008-2009"," (20)"," For modernization of 2 frigates"
"   ","(6)"," SH-1 155mm"," Self-propelled gun"," (2008)"," 2009"," (6)"," "
"   ","(5)"," TH-5711 Smart Hunter"," Air search radar"," 2008"," 2010"," (5)"," "
"   ","(20)"," C-802/CSS-N-8"," Anti-ship missile"," (2009)"," 2013-2014"," (20)"," For FAC-491 FAC"
"   ","(50)"," K-8 Karakorum-8"," Trainer/combat ac"," 2009"," 2011-2016"," (24)"," No. could be 60 or 72; assembled in Myanmar"
"   ","(2)"," NG-18 30mm"," Naval gun"," (2009)"," 2013-2014"," (2)"," For 2 FAC-491 FAC produced in Myanmar"
"   ","(2)"," Type-348"," Sea search radar"," (2009)"," 2013-2014"," (2)"," For 2 FAC-491 FAC produced in Myanmar"
"   ","(50)"," Type-90-2M/MBT-2000"," Tank"," 2009"," 2012-2013"," (50)"," "
"   ","8"," NG-18 30mm"," Naval gun"," (2010)"," 2014-2015"," 8"," For 2 Kyan Sit Thar frigates produced in Myanmar; designation and supplier uncertain (could be AK-630 from Russia or other supplier)"
"   ","2"," Type-347G"," Fire control radar"," (2010)"," 2014-2015"," 2"," For 2 Kyan Sit That frigates produced in Myanmar; for use with 76mm gun"
"   ","(2)"," Type-360 Seagull"," Air search radar"," (2010)"," 2014-2015"," 2"," Type-364 Seagull-C version; for 2 Kyan Sit That frigates produced in Myanmar"
"   ","(20)"," Type-81 122mm"," Self-propelled MRL"," (2010)"," 2012"," (20)"," "
"   ","(100)"," WMA-301 Assaulter"," AFSV"," (2010)"," 2012-2015"," (100)"," "
"   ","(10)"," ZFB-05"," APC"," (2010)"," 2011"," (10)"," "
"   ","(30)"," C-802/CSS-N-8"," Anti-ship missile"," (2011)"," 2012"," (30)"," For Type-053 (Jianghu-2) frigates"
"   ","(10)"," C-802/CSS-N-8"," Anti-ship missile"," (2011)"," 2016"," (10)"," For Tabinshwehti corvette produced in Myanmar"
"   ","(25)"," HY-2/SY-1A/CSS-N-2"," Anti-ship missile"," (2011)"," 2012"," (25)"," Probably second-hand; for Type-053 (Jianghu-2) frigates"
"   ","(2)"," NG-18 30mm"," Naval gun"," (2011)"," 2016"," 2"," For 1 Tabinshwehti corvette produced in Myanmar; supplier possibly China"
"   ","2"," Type-53/Jianghu-1"," Frigate"," 2011"," 2012"," 2"," Second-hand; Type-053H1 (Jianghu-2) version"
"   ","(76)"," WZ-551/Type-92"," IFV"," (2011)"," 2012-2013"," (76)"," "
"   ","(12)"," CH-3"," UAV/UCAV"," (2013)"," 2014-2015"," (12)"," "
"   ","(4)"," KS-1A"," SAM system"," (2013)"," 2015-2016"," (4)"," "
"   ","(200)"," KS-1A"," SAM"," (2013)"," 2015-2016"," (200)"," "
"   ","(16)"," JF-17 Thunder/FC-1"," FGA aircraft"," (2015)"," 2017"," (4)"," Possibly from Pakistani production line"
"   ","2"," Y-8"," Transport aircraft"," 2015"," 2016"," 2"," Y-8F-200W version"
"  Namibia ","2"," Y-12"," Light transport ac"," (1997)"," 1997"," 2"," "
"   ","(4)"," K-8 Karakorum-8"," Trainer/combat ac"," 2000"," 2001"," 4"," No. could be up to 12"
"   ","(12)"," F-7MG"," Fighter aircraft"," (2005)"," 2006-2008"," (12)"," F-7NM version; incl FT-7NM version"
"   ","(21)"," WZ-523"," APC"," (2008)"," 2009"," 21"," For Namibian UN peacekeeping units"
"   ","2"," AS365/AS565 Panther"," Helicopter"," 2009"," 2012"," 2"," H-425 (Z-9) version"
"   ","1"," Elephant"," OPV"," 2010"," 2012"," 1"," "
"   ","(10)"," WZ-523/Type-05"," IFV"," (2012)"," 2013"," (10)"," "
"  Nepal ","(5)"," WZ-551"," APC"," 2005"," 2005"," (5)"," "
"  Niger ","(5)"," ZFB-05"," APC"," (2007)"," 2009"," (5)"," "
"   ","(2)"," WZ-523"," APC"," (2008)"," 2009"," (2)"," "
"  Nigeria ","15"," F-7M Airguard"," Fighter aircraft"," 2005"," 2010"," (15)"," $251 m deal; F-7NI version; incl 3 FT-7NI version"
"   ","(20)"," PL-9"," SRAAM"," 2005"," 2010"," (20)"," $20 m deal (part of $32 m deal incl other armament); PL-9C version; for F-7NI combat aircraft"
"   ","2"," P18N"," OPV"," 2012"," 2014-2016"," 2"," NGN6.8 m ($42 m deal)"
"   ","(120)"," CS/VP3"," APC"," (2013)"," 2014-2015"," (120)"," "
"   ","(30)"," AR-1"," ASM"," (2014)"," 2014"," (30)"," "
"   ","(5)"," CH-3"," UAV/UCAV"," (2014)"," 2014"," (5)"," Armed (UCAV) version"
"   ","1"," Type-62"," Patrol craft"," 2014"," 2015"," 1"," Aid"
"  North Korea ","(30)"," F-7A/J-7"," Fighter aircraft"," (1988)"," 1989-1991"," (30)"," F-7B version"
"  Oman ","(6)"," Type-90 122mm"," Self-propelled MRL"," (2001)"," 2002"," (6)"," "
"   ","(50)"," WZ-551"," APC"," (2003)"," 2003"," (50)"," WZ-551B version; incl CP and ambulance version"
"  Pakistan ","75"," F-7M Airguard"," Fighter aircraft"," 1988"," 1989-1991"," (75)"," $225 m deal; F-7P (F-7MP) version; incl 15 FT-7P version"
"   ","4"," P-58A"," Patrol craft"," (1988)"," 1989-1990"," 4"," Pakistani designation Barkat; for coast guard"
"   ","(250)"," Type-69"," Tank"," (1990)"," 1993-1999"," (250)"," Type-69-IIP or Type-69-IIMP version; incl assembly and probably production in Pakistan"
"   ","40"," F-7M Airguard"," Fighter aircraft"," 1992"," 1993"," 40"," F-7P (F-7MP) version"
"   ","(87)"," Type-59-1 130mm"," Towed gun"," (1992)"," 1998-2000"," 87"," "
"   ","3"," LL-1"," Fire control radar"," (1994)"," 1996-1997"," (3)"," For modernization of 3 Tariq (Amazon or Type-21) frigates; for use with LY-60N SAM system"
"   ","(40)"," PL-11/FD-60"," BVRAAM"," (1994)"," 1996-1997"," (40)"," For 3 modernized Tariq (Amazon) frigates"
"   ","2"," Type-76A 37mm"," Naval gun"," (1995)"," 1997-1999"," 2"," For 2 Jalalat FAC produced in Pakistan"
"   ","(6)"," Y-12"," Light transport ac"," 1995"," 1996-1997"," (6)"," "
"   ","2"," Type-347G"," Fire control radar"," (1996)"," 1997-1999"," 2"," For 2 Jalalat FAC produced in Pakistan"
"   ","(20)"," C-802/CSS-N-8"," Anti-ship missile"," 1997"," 1997-1999"," (20)"," For Jalalat FAC"
"   ","46"," F-7MG"," Fighter aircraft"," (2001)"," 2001-2003"," (46)"," F-7PG version; incl 6 or 9 FT-7PG version"
"   ","11"," F-7MG"," Fighter aircraft"," (2002)"," 2003"," 11"," F-7PG version"
"   ","(6)"," A-5C/Fantan"," FGA aircraft"," (2003)"," 2003"," 6"," "
"   ","(20)"," C-802/CSS-N-8"," Anti-ship missile"," (2003)"," 2006"," (20)"," For Jurrat FAC"
"   ","(143)"," D-30 122mm"," Towed gun"," (2003)"," 2003-2004"," 143"," "
"   ","2"," Type-347G"," Fire control radar"," (2003)"," 2006"," 2"," For 2 Jurrat FAC from Thailand"
"   ","1"," YLC-2"," Air search radar"," (2003)"," 2003"," 1"," "
"   ","10"," YLC-6"," Air search radar"," (2003)"," 2005-2006"," (10)"," "
"   ","(6)"," AS565S Panther"," ASW helicopter"," 2005"," 2009-2010"," (6)"," Z-9EC version"
"   ","(70)"," C-802/CSS-N-8"," Anti-ship missile"," (2005)"," 2009-2013"," (70)"," For Jiangwei (F-22P) frigates"
"   ","(100)"," R-440 Crotale"," SAM"," (2005)"," 2009-2013"," (100)"," For Jiangwei (F-22P) frigates; HQ-7 (FM-80) version"
"   ","(600)"," PL-12/SD-10"," BVRAAM"," (2006)"," 2010-2017"," (375)"," For JF-17 and possibly modernized Mirage-3/5 combat aircraft"
"   ","(1000)"," PL-5E"," SRAAM"," (2006)"," 2009-2017"," (760)"," For JF-17 combat aircraft; PL-5E-II version"
"   ","(100)"," C-802/CSS-N-8"," Anti-ship missile"," (2008)"," 2012-2017"," (60)"," For JF-17 combat aircraft"
"   ","(750)"," LS-3"," Guided bomb"," (2008)"," 2010-2017"," (575)"," For JF-17 combat aircraft"
"   ","(1000)"," LS-6-500"," Guided bomb"," (2008)"," 2010-2017"," (625)"," For JF-17 combat aircraft"
"   ","(750)"," LT-2"," Guided bomb"," (2008)"," 2010-2017"," (550)"," For JF-17 combat aircraft"
"   ","(2)"," SLC-2"," Arty locating radar"," (2008)"," 2010"," (2)"," For use with A-100 MRL"
"   ","(150)"," WMD-7"," Aircraft EO system"," (2008)"," 2009-2017"," (85)"," For JF-17 combat aircraft"
"   ","4"," ZDK-03"," AEW&C aircraft"," 2008"," 2011-2014"," (4)"," $278 m deal; designated KE-03 in Pakistan"
"   ","(50)"," FN-6"," Portable SAM"," (2009)"," 2010"," (50)"," "
"   ","(30)"," C-802/CSS-N-8"," Anti-ship missile"," (2010)"," 2012-2014"," (30)"," For Azmat FAC"
"   ","(50)"," CM-400AKG"," Anti-ship missile"," (2010)"," 2012-2016"," (50)"," For JF-17 combat aircraft"
"   ","4"," F-7A/J-7"," Fighter aircraft"," 2010"," 2010"," 4"," Second-hand; FT-7A version; aid"
"   ","20"," GDF 35mm"," AA gun"," (2011)"," 2012"," (20)"," Type-90 version"
"   ","(100)"," LD-10"," ARM"," (2011)"," 2014-2017"," (100)"," "
"   ","10"," Skyguard"," Fire control radar"," (2011)"," 2012"," 10"," For use with GDF (Type-90) 35mm anti-aircraft guns"
"   ","(30)"," C-802/CSS-N-8"," Anti-ship missile"," (2013)"," 2017"," (15)"," For Azmat FAC"
"   ","(10)"," FM-90"," SAM system"," (2013)"," 2014-2016"," (10)"," "
"   ","(400)"," FM-90"," SAM"," (2013)"," 2014-2016"," (400)"," "
"   ","8"," IBIS-150"," Air search radar"," (2014)"," 2016-2017"," (8)"," $40 m deal"
"   ","(300)"," LY-80"," SAM"," 2014"," 2015-2016"," (300)"," "
"   ","(3)"," LY-80 SAMS"," SAM system"," (2014)"," 2015-2016"," (3)"," $599 m deal"
"   ","(3)"," WZ-10"," Combat helicopter"," (2014)"," 2015"," (3)"," "
"   ","(80)"," C-802/CSS-N-8"," Anti-ship missile"," (2015)"," "," "," For 6 Type-041 (S-20) submarines"
"   ","(100)"," SET-65 Yenot-2"," ASW torpedo"," (2015)"," "," "," Yu-3 version; for Type-041 submarines"
"   ","2"," Wing Loong-1"," UAV/UCAV"," (2015)"," 2015"," (2)"," "
"   ","(100)"," Yu-4 533mm"," AS torpedo"," (2015)"," "," "," For 6 Type-041 submarines"
"   ","1"," Type-054A/Jiangkai-2"," Frigate"," (2017)"," "," "," Option on 2 more"
"  Peru ","6"," Y-12"," Light transport ac"," 1991"," 1991-1992"," (6)"," Y-12-II version"
"   ","(15)"," FN-6"," Portable SAM"," 2009"," 2010"," (15)"," $1.1 m deal"
"   ","(10)"," QW-11"," Portable SAM"," (2009)"," 2009"," (10)"," QW-18 version"
"   ","27"," Type-90 122mm"," Self-propelled MRL"," 2013"," 2015"," 27"," $39 m deal; Type-90BM version"
"  Qatar ","(12)"," BP-12A"," SSM"," (2016)"," 2017"," (12)"," For SY-400 MRL"
"   ","(2)"," SY-400 TEL"," Self-propelled MRL/SSM TEL"," 2016"," 2017"," 2"," "
"  Rwanda ","6"," SH-3 122mm"," Self-propelled gun"," (2006)"," 2007"," 6"," "
"   ","20"," ZFB-05"," APC"," (2008)"," 2008"," 20"," Designation uncertain"
"  Saudi Arabia ","(54)"," PLZ-45 155mm"," Self-propelled gun"," (2007)"," 2008-2009"," (54)"," "
"   ","(2)"," CH-4"," UAV/UCAV"," (2014)"," 2015"," (2)"," "
    Wing Loong-2 UAV/UCAV 2017 2017 (5) 
"  Senegal ","(12)"," WMA-301 Assaulter"," AFSV"," 2015"," 2016"," 12"," "
"   ","(1)"," WZ-551"," APC"," (2015)"," 2016"," (1)"," Command post version"
"  Seychelles ","2"," Y-12"," Light transport ac"," 2011"," 2011"," 2"," Aid; incl for maritime patrol"
"   ","1"," Type-62"," Patrol craft"," 2013"," 2014"," 1"," Aid; Seychelles designation Etoile"
"  Sierra Leone ","1"," Type-062-1/Haizhui"," Patrol craft"," (1997)"," 1997"," 1"," Sierra Leonese designation Rassin"
"   ","1"," Type-062/Shanghai"," Patrol craft"," (2005)"," 2006"," 1"," Possibly Second-hand; aid; Shanghai-3 version"
"   ","6"," Type-83 122mm"," Towed gun"," 2010"," 2011"," 6"," Possibly second-hand; aid; Type-96 version"
"   ","(10)"," VN-4"," APV/APC"," (2015)"," 2016"," 10"," For use by Sierra Leone peacekeeping forces in Mali; designation uncertain (reported as 'MRAP')."
"  Slovakia ","1"," A319"," Transport aircraft"," 2016"," 2017"," 1"," Second-hand (from Hong Kong-based civilian operator); A319-100 version; incl for government VIP transport"
"  South Africa ","(50)"," FN-6"," Portable SAM"," (2015)"," 2016"," 50"," "
"  South Sudan ","1200"," Red Arrow-73"," Anti-tank missile"," (2013)"," 2014"," 1200"," $14.5 m deal (incl 100 launchers); Red Arrow-73D version"
"  Sri Lanka ","5"," F-7A/J-7"," Fighter aircraft"," 1990"," 1991"," 5"," F-7B version; incl 1 FT-7; mainly for use against LTTE rebels"
"   ","2"," FT-5/JJ-5"," Trainer aircraft"," 1990"," 1991"," 2"," "
"   ","(25)"," Type-59"," Tank"," (1990)"," 1991"," (25)"," "
"   ","(12)"," Type-59-1 130mm"," Towed gun"," (1990)"," 1991"," 12"," "
"   ","(20)"," Type-83 122mm"," Towed gun"," (1990)"," 1991"," (20)"," "
"   ","3"," Y-12"," Light transport ac"," 1990"," 1991"," 3"," Incl for use as bomber aircraft against LTTE rebels"
"   ","3"," Type-062/Shanghai"," Patrol craft"," 1991"," 1991-1992"," 3"," Modified Shanghai-2 version; Sri Lankan designation Rana"
"   ","(20)"," Type-85"," APC"," (1991)"," 1991-1992"," (20)"," "
"   ","(20)"," Type-85 IFV"," IFV"," (1991)"," 1991"," (20)"," "
"   ","(10)"," WZ-551/Type-90"," IFV"," (1991)"," 1991"," (10)"," "
"   ","(1)"," Y-8"," Transport aircraft"," 1992"," 1994"," 1"," Possibly second-hand; possibly incl for use as combat aircraft against LTTE rebels"
"   ","1"," Type-037-1/Haiqing"," Patrol craft"," 1994"," 1996"," 1"," Sri Lankese designation Parakramabahu"
"   ","3"," Type-062-1/Haizhui"," Patrol craft"," 1994"," 1996"," 3"," Sri Lankese designation Ranajaya"
"   ","1"," Type-074/Yuhai"," Landing ship"," 1994"," 1995"," 1"," Sri Lankan designation Shakthi"
"   ","3"," Type-062/Shanghai"," Patrol craft"," (1996)"," 2000"," 3"," Shanghai-2 version; Sri Lankan designation Rana"
"   ","2"," Type-062-1G/Lushun"," Patrol craft"," (1997)"," 1998"," 2"," Sri Lankese designation Prathpa"
"   ","36"," D-20 152mm"," Towed gun"," 1998"," 1999"," (36)"," Type-66 version"
"   ","10"," BT-6/PT-6"," Trainer aircraft"," 2000"," 2000"," 10"," BT-6A version"
"   ","6"," K-8 Karakorum-8"," Trainer/combat ac"," (2000)"," 2001"," 6"," "
"   ","(120)"," WZ-551"," APC"," (2001)"," 2002-2007"," (120)"," "
"   ","3"," K-8 Karakorum-8"," Trainer/combat ac"," (2004)"," 2005"," 3"," "
"   ","(3)"," Type-408C"," Air search radar"," 2004"," 2004-2006"," (3)"," Designation uncertain; incl for civilian air traffic control"
"   ","(70)"," WZ-551/Type-92"," IFV"," (2005)"," 2006-2007"," (70)"," "
"   ","(4)"," F-7MG"," Fighter aircraft"," (2007)"," 2008"," (4)"," Possibly aid; F-7GS version; no. may be 6"
"   ","1"," JY-11"," Air search radar"," (2007)"," 2007"," (1)"," Mainly for use against LTTE rebels"
"   ","(25)"," PL-5E"," SRAAM"," (2007)"," 2008"," (25)"," For F-7GS combat aircraft"
"   ","(40)"," Type-89/ZSD-89"," APC"," (2007)"," 2007-2008"," (40)"," Incl command post version"
"   ","2"," Y-12"," Light transport ac"," (2009)"," 2010"," 2"," "
    Some SH-patrol/OPV Patrol craft/OPV 2016   RMD20 m deal
"  Sudan ","18"," D-30 122mm"," Towed gun"," (1991)"," 1992"," 18"," Designation uncertain"
"   ","2"," Y-8"," Transport aircraft"," 1991"," 1991"," 2"," Y-8D version"
"   ","(6)"," F-7A/J-7"," Fighter aircraft"," (1995)"," 1997"," (6)"," F-7B version; no. could be 7; status uncertain"
"   ","(25)"," Type-85-IIM"," Tank"," (2001)"," 2002-2006"," (25)"," Possibly assembled in Sudan; Sudanese designation Al-Bashier"
"   ","(12)"," A-5C/Fantan"," FGA aircraft"," (2002)"," 2003"," (12)"," No. could be up to 20"
"   ","(50)"," WZ-551/Type-92"," IFV"," (2003)"," 2006-2015"," (50)"," Assembled of produced in Sudan as Shateef-2"
"   ","(9)"," BT-6/PT-6"," Trainer aircraft"," (2004)"," 2005"," (9)"," BT-6A version"
"   ","(12)"," K-8 Karakorum-8"," Trainer/combat ac"," (2004)"," 2005-2008"," (12)"," Incl for combat role"
"   ","(50)"," FN-6"," Portable SAM"," (2005)"," 2006"," (50)"," "
"   ","(50)"," Type-59D"," Tank"," (2008)"," 2010-2015"," (50)"," Sudanese Type-59 rebuilt to Type-59D; assembled in Sudan"
"   ","(450)"," Red Arrow-8"," Anti-tank missile"," (2009)"," 2009-2012"," (450)"," "
"   ","6"," WS-1 302mm"," Self-propelled MRL"," (2009)"," 2014"," (6)"," "
"   ","(2)"," FB-6"," Mobile SAM system"," (2015)"," 2016"," (2)"," "
"   ","(100)"," FN-6"," Portable SAM"," (2015)"," 2016"," (100)"," "
"   ","6"," FTC-2000"," Trainer/combat ac"," (2015)"," 2017"," (3)"," "
"  Syria ","(5)"," JY-27"," Air search radar"," (2008)"," 2009-2010"," (5)"," "
"   ","(1)"," JYL-1"," Air search radar"," (2008)"," 2009"," (1)"," "
"   ","(4)"," Type-120"," Air search radar"," (2008)"," 2009"," (4)"," "
"   ","(500)"," Red Arrow-73"," Anti-tank missile"," (2013)"," 2014"," (500)"," Red Arrow-73D version"
"  Tanzania ","2"," Type-062/Shanghai"," Patrol craft"," (1991)"," 1992"," 2"," Shanghai-2 version"
"   ","2"," Y-12"," Light transport ac"," (1994)"," 1994"," 2"," "
"   ","2"," Y-8"," Transport aircraft"," (2002)"," 2003"," 2"," Y-8F-200 version"
"   ","(4)"," ZFB-05"," APC"," (2005)"," 2006-2007"," (4)"," "
"   ","(30)"," Type-59G"," Tank"," (2007)"," 2011-2013"," (30)"," Tanzanian Type-59 rebuilt to Type-59G"
"   ","(14)"," F-7MG"," Fighter aircraft"," (2008)"," 2009-2012"," (14)"," F-7TN version; incl 2 FT-7TN version"
"   ","(6)"," K-8 Karakorum-8"," Trainer/combat ac"," (2010)"," 2011-2012"," (6)"," "
"   ","(10)"," WZ-551"," APC"," (2010)"," 2011-2012"," (10)"," "
"   ","(12)"," A-100 300mm"," Self-propelled MRL"," (2012)"," 2013"," (12)"," "
"   ","(1)"," FB-6"," Mobile SAM system"," (2012)"," 2013"," (1)"," "
"   ","(50)"," FN-6"," Portable SAM"," (2012)"," 2013"," (50)"," For FB-6 SAM system"
"   ","(1)"," YLC-18"," Air search radar"," (2012)"," 2013"," (1)"," Designation uncertain"
"   ","(10)"," PLL-05 120mm"," Self-propelled mortar"," (2013)"," 2014"," (10)"," "
"   ","(10)"," Type-63A"," Light tank"," (2013)"," 2014"," (10)"," "
"   ","(5)"," Type-84"," ABL"," (2013)"," 2014"," (5)"," Type-84A version"
"   ","2"," Type-037-1/Haiqing"," Patrol craft"," 2014"," 2015"," 2"," Probably second-hand"
"  Thailand ","(5)"," W-653/Type-653"," ARV"," (1987)"," 1989-1990"," (5)"," "
"   ","(50)"," C-801"," Anti-ship missile"," 1988"," 1991"," (50)"," $40 m deal; for Jianghu (Chao Phraya) frigates"
