Company,Parent Company,Penalty Amount,Subtraction From Penalty,Penalty Amount Adjusted For Eliminating Multiple Counting,Penalty Year,Penalty Date,Primary Offense,Secondary Offense,Description,Level of Government,Action Type,Agency,Court,Civil/Criminal,Prosecution Agreement,Case ID,Private Litigation Case Title,Lawsuit Resolution,Facility State,City,Address,Zip,NAICS Code,NAICS Translation,HQ Country of Parent,HQ State of Parent,Ownership Structure,Major Industry of Parent,Specific Industry of Parent,Info Source,Info Source Archive URL,PACER Link,Captured Document,EPA/OSHA More Info Link,Notes,Penalty_Year_Date_Time
"express scripts, inc.",express scripts,9500,0,9500,2011,2011-01-12,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,04-CA-37589-001,,,Pennsylvania,Trevose,,19053,325412.0,325412: Pharmaceutical Preparation Manufacturing,USA,Missouri,publicly traded,healthcare services,pharmacy services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2011-01-01
express scripts d/b/a valuerx,express scripts,18500,0,18500,2000,2000-10-26,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,28-CA-16170-001,,,New Mexico,Albuquerque,,87107,446110.0,446110: Pharmacies and Drug Stores,USA,Missouri,publicly traded,healthcare services,pharmacy services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2000-01-01
express scripts medicare,express scripts,334300,0,334300,2014,2014-06-12,Medicare Parts C and D Enforcement Action,,improper contract administration,federal,agency action,Centers for Medicare & Medicaid Services,,civil,,,,,,,,,,,USA,Missouri,publicly traded,healthcare services,pharmacy services,https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/Express-Scripts-Medicare-CMP-6_12_14.pdf,194290.pdf,,,,,2014-01-01
express scripts medicare,express scripts,5325,0,5325,2016,2016-09-08,Medicare Parts C and D Enforcement Action,,,federal,agency action,Centers for Medicare & Medicaid Services,,civil,,,,,,,,,,,USA,Missouri,publicly traded,healthcare services,pharmacy services,https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Enforcement-Letters-Items/ExpressScripts_CMP_09_08_2016.html,screenshot_209361.png,,,,,2016-01-01
"extendicare health network, inc.",extendicare,39431,0,39431,2010,2010-02-24,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1560851,,,Kentucky,Richmond,,40475,6231.0,6231: Nursing Care Facilities,Canada,,publicly traded,healthcare services,long-term care facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2010-01-01
extendicare health services inc. and progressive step corporation,extendicare,38000000,0,38000000,2014,2014-10-10,False Claims Act,,Extendicare Health Services Inc. and its subsidiary Progressive Step Corporation agreed to pay $38 million to the United States and eight states to resolve allegations that Extendicare billed Medicare and Medicaid for materially substandard nursing services that were so deficient that they were effectively worthless and billed Medicare for medically unreasonable and unnecessary rehabilitation therapy services.,federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,Canada,,publicly traded,healthcare services,long-term care facilities,https://www.justice.gov/opa/pr/extendicare-health-services-inc-agrees-pay-38-million-settle-false-claims-act-allegations,screenshot_193764.png,,,,,2014-01-01
"extendicare health services, inc. d/b/a river's bend health and rehabilitation center",extendicare,42000,0,42000,2008,2008-07-17,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,30-CA-17344-001,,,Wisconsin,Manitowoc,,54220,623110.0,623110: Nursing Care Facilities,Canada,,publicly traded,healthcare services,long-term care facilities,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2008-01-01
"extendicare health services, inc.d/b/a tendercare taylor health and rehabilitation center",extendicare,7000,0,7000,2010,2010-07-14,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,07-CA-52478-001,,,Michigan,Taylor,,48180,623110.0,623110: Nursing Care Facilities,Canada,,publicly traded,healthcare services,long-term care facilities,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2010-01-01
extendicare homes d/b/a menomonee falls health care center,extendicare,7000,0,7000,2006,2006-12-08,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,30-CA-17043-001,,,Wisconsin,Menomonee Falls,,53051,623110.0,623110: Nursing Care Facilities,Canada,,publicly traded,healthcare services,long-term care facilities,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2006-01-01
fresenius medical care dba trublu logistics,fresenius,6000,0,6000,2010,2010-01-25,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,313949166,,,Alabama,BIRMINGHAM,103A SHADES CREEK CIRCLE,35211,493110.0,493110: General Warehousing and Storage,Germany,,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=313949166,,2010-01-01
"charles river laboratories international, inc.",charles river laboratories,10000,0,10000,2009,2009-10-20,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,313851511,,,Massachusetts,WILMINGTON,251 BALLARDVALE STREET,01887,112990.0,112990: All Other Animal Production,USA,Massachusetts,publicly traded,healthcare services,pharmaceutical services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=313851511,,2009-01-01
ashland hospital corporation dba kings daughters m,ashland hospital corp.,10625,0,10625,2010,2010-08-05,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,313816092,,,Kentucky,ASHLAND,2201 LEXINGTON AVE.,41101,622110.0,622110: General Medical and Surgical Hospitals,USA,Kentucky,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=313816092,,2010-01-01
"first health group corp, inc.",aetna,7500,0,7500,2001,2001-07-02,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,28-CA-17228-001,,,Arizona,Scottsdale,,85021,621999.0,621999: All Other Miscellaneous Ambulatory Health Care Services,USA,Connecticut,publicly traded,healthcare services,insurance; managed care,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2001-01-01
"first health group corp., inc.",aetna,7500,0,7500,2001,2001-02-06,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,28-CA-16865-002,,,Arizona,Scottsdale,,85021,551114.0,"551114: Corporate, Subsidiary, and Regional Managing Offices",USA,Connecticut,publicly traded,healthcare services,insurance; managed care,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2001-01-01
fresenius medical care,fresenius,8000,0,8000,2014,2014-07-18,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,339856429,,,Connecticut,MERIDEN,377 RESEARCH PARKWAY,06450,621492.0,621492: Kidney Dialysis Centers,Germany,,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=985642.015,,2014-01-01
the new york and presbyterian hospital,newyork-presbyterian,201000,0,201000,2014,2014-07-15,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,339850984,,,New York,NEW YORK,622 WEST 168TH STREET,10032,622110.0,622110: General Medical and Surgical Hospitals,USA,New York,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=985098.015,,2014-01-01
"florida hma regional service center, llc",community health systems,43912,0,43912,2013,2013-07-06,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1700151,,,Florida,Sarasota,,34232,551114.0,"551114: Corporate, Subsidiary, and Regional Managing Offices",USA,Tennessee,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2013-01-01
"florida hma regional service center, llc",community health systems,13808,0,13808,2013,2013-07-06,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1708863,,,Florida,Sarasota,,34232,622110.0,622110: General Medical and Surgical Hospitals,USA,Tennessee,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2013-01-01
"franciscan alliance, inc., f/k/a sisters of saint francis health services, inc.",franciscan alliance,1800000,0,1800000,2015,2015-10-30,False Claims Act,,The Department of Justice reached 70 settlements involving 457 hospitals in 43 states for more than $250 million related to cardiac devices that were implanted in Medicare patients in violation of Medicare coverage requirements.,federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Indiana,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/nearly-500-hospitals-pay-united-states-more-250-million-resolve-false-claims-act-allegations,screenshot_193631.png,,,,,2015-01-01
the new york and presbyterian hospital,newyork-presbyterian,45600,0,45600,2014,2014-06-24,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,339822116,,,New York,NEW YORK,525 EAST 68TH STREET,10065,622110.0,622110: General Medical and Surgical Hospitals,USA,New York,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=982211.015,,2014-01-01
freeman health system,freeman health system,9316139,0,9316139,2012,2012-11-05,False Claims Act,,"Freeman Health System, a healthcare provider and hospital system located in Joplin, Mo., agreed to pay $9,316,139 to resolve allegations that it violated the Stark Law and the False Claims Act by knowingly providing incentive pay to physicians in a manner that violated federal law.",federal,agency action,Justice Department Civil Division,,civil,,,,,Missouri,,,,,,USA,Missouri,non-profit,healthcare services,hospitals,https://www.justice.gov/opa/pr/missouri-hospital-system-agrees-pay-93-million-resolve-false-claims-act-and-stark-law,screenshot_193890.png,,,,,2012-01-01
freeman health system east/west,freeman health system,35000,0,35000,2007,2007-03-27,HHS civil monetary penalties,,,federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,Missouri,,,,,,USA,Missouri,non-profit,healthcare services,hospitals,FOIA347,FOIA347.pdf,,,,Source document obtained through a Freedom of Information Act request to the agency.,2007-01-01
fresenius medical care,fresenius,120447,0,120447,2015,2015-07-17,HHS civil monetary penalties,,"Fresenius Medical Care entered into a $120,447.23 settlement agreement to resolve allegations that Fresenius employed an individual who was excluded from participating in any Federal health care programs. ",federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,Indiana,,,,,,Germany,,publicly traded,healthcare services,healthcare services,https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp,screenshot_194053.png,,,,,2015-01-01
fresenius medical care,fresenius,50001,0,50001,2007,2007-03-19,benefit plan administrator violation,,Non Filer,federal,agency action,Employee Benefits Security Administration,,civil,,,,,Massachusetts,,,,,,Germany,,publicly traded,healthcare services,healthcare services,Included in a dataset downloaded at https://enforcedata.dol.gov/views/data_summary.php,,,,,"Company is plan administrator. Penalty amount reported in range of $50,001 to $100,000.",2007-01-01
fresenius medical care,fresenius,13400,0,13400,2001,2001-10-30,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,27-CA-17364-001,,,Colorado,Pueblo,,81001,621491.0,621491: HMO Medical Centers,Germany,,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2001-01-01
fresenius medical care,fresenius,11277,0,11277,2007,2007-10-25,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,07-CA-49825-001,,,Michigan,Romulus,,48174,621492.0,621492: Kidney Dialysis Centers,Germany,,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2007-01-01
fresenius medical care,fresenius,11200,0,11200,2003,2003-10-20,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,09-CA-40467-001,,,West Virginia,Charleston,,25304,621492.0,621492: Kidney Dialysis Centers,Germany,,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2003-01-01
fresenius bio medical applications,fresenius,10990,0,10990,2001,2001-02-12,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,24-CA-08632-001,,,Puerto Rico,San Juan,,,621999.0,621999: All Other Miscellaneous Ambulatory Health Care Services,Germany,,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2001-01-01
"fresenius medical care, inc., d/b/a fresenius medical care, north america",fresenius,6018,0,6018,2004,2004-10-25,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,18-CA-17211-001,,,Minnesota,Duluth,,55807,621492.0,621492: Kidney Dialysis Centers,Germany,,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2004-01-01
fresenius medical care north american,fresenius,532967,0,532967,2007,2007-03-31,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1476648,,,Massachusetts,Waltham,,02454,621492.0,621492: Kidney Dialysis Centers,Germany,,publicly traded,healthcare services,healthcare services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2007-01-01
dignity health dba mercy hospitals of bakersfield,dignity health,36000,0,36000,2013,2013-03-15,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,313388506,,,California,BAKERSFIELD,2215 TRUXTUN AVE,93301,622110.0,622110: General Medical and Surgical Hospitals,USA,California,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=313388506,,2013-01-01
kindred healthcare corp dba aspen park healthcare,kindred healthcare,7350,0,7350,2010,2010-02-01,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,313352031,,,Idaho,MOSCOW,420 ROWE STREET,83843,623110.0,623110: Nursing Care Facilities,USA,Kentucky,publicly traded,healthcare services,skilled nursing facilities,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=313352031,,2010-01-01
gem healthcare,ensign group,9176,0,9176,2005,2005-03-31,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1397249,,,Illinois,East Moline,,61244,9670.0,,USA,California,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2005-01-01
"geneseek, inc.",neogen,37335,0,37335,2012,2012-12-01,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1665812,,,Nebraska,Lincoln,,68521,541711.0,541711: Research and Development in Biotechnology,USA,Michigan,publicly traded,healthcare services,diagnostic kits and veterinary products,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2012-01-01
genesis health care,genesis healthcare,6564,0,6564,2008,2008-03-31,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1507744,,,New Jersey,Burlington,,08016,623110.0,623110: Nursing Care Facilities,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2008-01-01
genesis health care corporation,genesis healthcare,8986,0,8986,2003,2003-05-24,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1377045,,,Pennsylvania,Kennett Square,,19348,9670.0,,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2003-01-01
"genesis health care, inc.",genesis healthcare,11219,0,11219,2014,2014-05-27,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1730480,,,California,Rancho Cucamonga,,91701,623312.0,623312: Homes for the Elderly,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2014-01-01
"genesis health care, milford manor",genesis healthcare,158400,0,158400,2005,2005-07-28,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,05-CA-31902-001,,,Delaware,Milford,,19963,623110.0,623110: Nursing Care Facilities,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2005-01-01
genesis healthcare,genesis healthcare,14560,0,14560,2007,2007-05-24,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1493988,,,Pennsylvania,Kennett Square,,19348,623311.0,623311: Continuing Care Retirement Communities,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2007-01-01
genesis healthcare corporation,genesis healthcare,19761,0,19761,2003,2003-12-20,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1377003,,,Pennsylvania,Kennett Square,,19348,9670.0,,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2003-01-01
genesis healthcare inc.,genesis healthcare,53639288,0,53639288,2017,2017-06-16,False Claims Act,,"Genesis Healthcare Inc. agreed to pay the federal government $53,639,288.04, including interest, to settle six federal lawsuits and investigations alleging that companies and facilities acquired by Genesis violated the False Claims Act by causing the submission of false claims to government health care programs for medically unnecessary therapy and hospice services, and grossly substandard nursing care.",federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,https://www.justice.gov/opa/pr/genesis-healthcare-inc-agrees-pay-federal-government-536-million-resolve-false-claims-act,,,,,,2017-01-01
"genesis healthcare, llc.",genesis healthcare,24594,0,24594,2014,2014-09-29,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1740735,,,California,Pomona,,91766,622210.0,622210: Psychiatric and Substance Abuse Hospitals,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2014-01-01
genesis healthcare of new york,genesis healthcare,1066164,0,1066164,2001,2001-02-05,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,03-CA-22445-001,,,New York,Watertown,,13601,623312.0,623312: Homes for the Elderly,USA,Pennsylvania,publicly traded,healthcare services,skilled nursing facilities,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2001-01-01
gentiva,kindred healthcare,58383,0,58383,2011,2011-05-13,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1583544,,,Arizona,Tucson,,85711,621999.0,621999: All Other Miscellaneous Ambulatory Health Care Services,USA,Kentucky,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2011-01-01
gentiva health services inc.,kindred healthcare,13919,0,13919,2009,2009-03-27,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1538744,,,New York,Westbury,,11590,621610.0,621610: Home Health Care Services,USA,Kentucky,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2009-01-01
"gentiva health services, inc.",kindred healthcare,14362,0,14362,2010,2010-07-04,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1568348,,,Texas,Greenville,,75402,623110.0,623110: Nursing Care Facilities,USA,Kentucky,publicly traded,healthcare services,skilled nursing facilities,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2010-01-01
